"product_id","community_id"
"VID8718475831105","22900"
"HOM7295301526820","48024"
"FYD7613813690752","27062"
"ATY1686645641128","23639"
"AUC3701061709709","10866"
"AUC3663556280530","43109"
"MIC5903614643753","46940"
"INS3663556151762","43109"
"VGE1698395552378","11568"
"AUC3383908491239","44690"
"AUC9362673593649","35041"
"AUC4968830062529","44690"
"EJL9193101396668","35041"
"ITA3663556365381","43109"
"AUC3643213227870","44690"
"AUC8716085345340","44690"
"OVO6902421956734","22900"
"VID8719883667003","10866"
"INS3700732942223","43109"
"VID8719883569871","10866"
"AUC3676787057154","22900"
"AUC3700538221485","10866"
"ZER1690278112781","24698"
"FYD1698175672323","8416"
"AUC6911354517899","44690"
"DEL4250342699608","22900"
"AUC9112435681042","35041"
"AUC5292190109136","44690"
"TBE8489152738535","12157"
"AUC3115620575092","35041"
"ITA3663556467429","43109"
"AUC8334826535906","29489"
"AUC9359592729457","9374"
"AUC2009691817858","29489"
"BES3701061719845","47533"
"VEN3517920976461","43187"
"AUC3663556280035","27946"
"ZJC7434409215506","8416"
"WOV9054090343401","48024"
"INS3663556103365","43109"
"AUC3064106369895","35041"
"AUC5284216788562","35041"
"AUC5292652407503","22900"
"INS0854136300288","48024"
"JOETERRA","14240"
"DUO2008096172814","11568"
"WOV9434018356025","48024"
"INS3700732942216","43109"
"AUC9173984272426","44690"
"MIN9999900616576","43187"
"MIC5903614361275","28141"
"WOV9454708599112","32533"
"DRF7617411405138","8416"
"HAO6793839993578","16541"
"FAF9056000906300","35041"
"PAR3574386100465","1419"
"AUC0738602649081","29489"
"VID8720286635582","22900"
"AUC3034213054090","44690"
"AUB3238920782493","43187"
"BEL4260624116822","30894"
"LVL2008001485992","11568"
"ZER7626870251347","35414"
"INS3700732973371","43109"
"SON1685451133652","47159"
"DRF1696789681216","8431"
"DRF1688748575504","27062"
"ARA9375307438148","35041"
"FDI7029165589765","24698"
"AUC3130653924563","35041"
"AUC9046110510269","22900"
"FYD1698091799154","47371"
"AUC1686037612101","9374"
"AUC6980641709996","44695"
"DIO1698889676862","14968"
"ZJC9786627193585","11568"
"PWS1689754922243","22900"
"AUC1696596812019","7762"
"ATY1694392163657","8431"
"VBE1687173261329","44244"
"AUC8347813551797","44690"
"HUR7848337276438","22900"
"GOT1687250017410","12157"
"TMI7019284336944","29489"
"KIM9193099177348","35041"
"WOV9454708599181","32533"
"AUC9037851149221","35041"
"EST1697488589588","8416"
"AUC9399437951698","35041"
"AUC3663556281209","16213"
"AUC0732774484150","44695"
"DUO2007810521075","35041"
"AUC7616173800489","11568"
"AUC1696601881146","48024"
"SAL1697013462837","7886"
"AUC1696606411973","45034"
"AUC1696664218493","6859"
"YWE9077972310445","48024"
"YOS7434407763641","8416"
"VIN9112569175943","35041"
"OVO8001770961678","44690"
"AUC4696022605550","29489"
"PAR2008832166817","10866"
"AUC1684937341121","10866"
"AUC9397415707411","29489"
"HUR1692240057389","12157"
"FOL0699923519111","41592"
"MIC5905389093054","16400"
"VGE1694796030961","44244"
"VID8720286579251","776"
"AUC4313232452605","35041"
"AUC2008945184593","34530"
"AUC2008259608747","29489"
"AUC4547927200312","22900"
"ZJC1684945995736","8416"
"AUC7022084401606","35041"
"OVO4591574802313","9374"
"YOS0966479783007","40903"
"AUC5732846586022","44690"
"AUC8720574926453","22545"
"AUC9088128329624","29489"
"AUC8716085346002","35041"
"AUC2009139451996","48024"
"AUC2009423899565","35041"
"AUC8737752324949","12157"
"FYD7296592074281","8431"
"TBE7442333436669","24698"
"YOS1687891847315","24698"
"AUC5903614129370","33553"
"AUC9459394877629","29489"
"AKO1698594906844","35041"
"AUC3663556291437","34019"
"VID8720845733421","22900"
"AUC4696022603501","3406"
"HAO6754267751161","30699"
"SAL1688362735685","7886"
"OMA1699165984891","12157"
"ITA3663556442204","43109"
"DRF1695390486811","44244"
"ZJC7388289540121","24698"
"VID8720287072256","776"
"ZJC1686299915488","27139"
"DUO2008096970298","29489"
"VID0705989573810","35041"
"AUC2008266246086","35041"
"MIC5903614375692","28141"
"QQM1685582155807","7886"
"MIC5903614941767","13890"
"PIX7414046879859","12157"
"ATY1694560347779","39971"
"VGE1693558392128","44244"
"ITA3663556431482","43109"
"ZJC1686039710440","10866"
"HOM1700510942257","23639"
"FDI7298143679105","16988"
"ATY1687923781075","11232"
"OVO4002653924876","35041"
"DRF1694573414777","44244"
"VID8719883588742","22900"
"AUC5698958397867","22900"
"ATY1686638500010","11568"
"YOS7434407585687","34811"
"PWS1686056154517","7886"
"AUC9792936020962","11568"
"QQM7388441750276","8332"
"VID8720287214830","776"
"ITO9054090360101","48024"
"ALO7066689622387","22900"
"QQM1691639728370","22900"
"FYD7296592041078","8416"
"ZER1689236264585","35041"
"AUC6905771382864","8528"
"YOS7633903014107","34811"
"AUC7022084401637","35041"
"AUC3748622470265","44690"
"DRF1696379239663","11568"
"AUC3296961447306","10866"
"ZJC1684953754675","8416"
"SKL2007925949559","22900"
"AUC7071616189376","44690"
"AUC2008745983600","29489"
"WOV1689837419325","44695"
"MIC5903614343516","6391"
"AUC3701071110762","25909"
"HAO6756260454711","30699"
"AKO1689700589295","27062"
"AUC9068346564267","44690"
"ZJC7400039292514","35414"
"AUC2008478876101","35041"
"ATY1694392167973","8431"
"AKO1688057331046","8431"
"FAF9780534226336","29489"
"VGE1698404129310","14968"
"CIK9780532132400","10866"
"VEN1697846824876","27901"
"QQM1692236117274","22900"
"KEE1698078597441","14968"
"AKO1698465089066","35041"
"A120997","43187"
"AUC9489428964186","44690"
"OVO5293216067904","35041"
"AUC8401568529996","35041"
"CUQ1688700453752","27062"
"ZER9459394590931","29489"
"FYD1691513146699","27062"
"VID8720286632970","22900"
"AZK2008803752148","16739"
"LIN4905450212439","14240"
"AUC3021881767520","44690"
"AUC2008139281435","12157"
"VGE1694813111973","44244"
"EST1697316290362","9374"
"SAL1696901390880","7886"
"FYD1695971651298","27062"
"AKO7370392881420","22900"
"PWS1686055988100","7886"
"ATY1694130563957","9374"
"VGE9771391720778","35041"
"VID8720845733728","9316"
"AUC2008144293485","35041"
"VID1699510980905","10866"
"AUC3748547484262","35041"
"FDI7687685698604","8431"
"HAO6723874287134","30699"
"HAO6726735367709","30699"
"DRF7750956897836","27062"
"EST7078495599463","14968"
"CIK9156611320318","35041"
"BET1685154158254","29489"
"ATY1687923850969","11232"
"YOS7434407562114","34811"
"FDI7290577834303","22900"
"AUC9088128329389","10866"
"MOT1688994281212","11568"
"QQM1684911730910","8332"
"TER3700595159547","25909"
"QQM1689667965357","8332"
"VGE1696183442470","8416"
"AUC9041484635839","35041"
"CIK9156610595014","35041"
"VGE1698822020565","11568"
"FAF7703674647177","8416"
"AUC9041484635211","35041"
"LAM1688440159099","43187"
"CIK1691733146164","6796"
"QQM1687656568902","7886"
"CIK9780532209287","10866"
"QQM1689573758305","8332"
"ZJC7053248871294","8416"
"AUC9464551103213","10866"
"ANN9054090351864","48024"
"AUC5771148895593","35041"
"ZER1686538289710","35041"
"OMA7388441131594","8332"
"AUC9112435618871","29489"
"OVO3796706531258","22900"
"MOT7314626527081","7886"
"ATY1699102862105","11232"
"SHI7430548789342","7886"
"AUC9167165928448","12157"
"MXZ1692044946491","48024"
"OVO6937843277273","22900"
"HAO6712015666396","39661"
"VVI7430542573411","12157"
"AUC4696676884738","35041"
"AUC2008453713797","35041"
"AUC0789934152206","12157"
"PWS1688021636448","7886"
"VID1688443230400","22900"
"AUC8737752194108","44690"
"AUC1694105086328","10866"
"MEN1695338586938","10866"
"AUC0700018768076","48024"
"VID8720845733964","22900"
"CUQ9399442456065","48024"
"AUC9771398668332","29489"
"VID7625824507820","10866"
"YOS1694447004588","6796"
"ANN9054090335406","31678"
"ATY1694245318108","8416"
"DMO1697034453398","10866"
"AUC1696664304430","6509"
"AUC1687249115334","48024"
"ZJC7334379226420","35041"
"HAO6729650859137","1419"
"VID8719883569673","10866"
"AUC9318859665815","23639"
"AUC9081543629089","12157"
"QQM7388441757046","8332"
"INS2008559910595","40903"
"VGE7457235555189","27062"
"HAO6789632127197","30699"
"ZER7626870251668","35414"
"AUC3094814781962","48024"
"AUC1695714143271","48024"
"SAL7375281179589","7886"
"QQM1685598521393","8332"
"AUT6734059642884","1419"
"ZER7626870251484","35414"
"AUC1696685877760","44744"
"AUC3484784435444","48024"
"AKO7334379025511","3406"
"AUC9426750522998","48024"
"HAO6759473852572","23415"
"HAO6727764789142","16541"
"DEL4251943850238","43187"
"AUC9112435679414","29489"
"VEN1684886864402","43187"
"AUC3663556279398","43109"
"EST1695401071808","8416"
"RIL3573213295169","29489"
"VEN3666471044249","29489"
"LIS3701061719609","47533"
"MIC5903614641872","46940"
"AUC2008945185125","24118"
"YOS7434407689767","34811"
"OVO8386176837063","44690"
"AUC6911354508361","44690"
"OVO4128518677913","35041"
"AUC6980641838283","1419"
"AUC8001791197841","44690"
"VID8720286633694","22900"
"ALI3760326993451","10866"
"OVO8386176836837","44690"
"SUR0701069338003","12157"
"AUC1684996970736","43187"
"AUC3663556268989","45491"
"DIL7842690291855","35414"
"ZJC7902196880981","8416"
"AUC3711576802246","35041"
"AUC4267887816537","29489"
"AUC8051836298798","35041"
"ALO7798818822343","22900"
"EJL2008173455489","11568"
"TRU3662345028254","29489"
"OVO4657418881644","35041"
"OVO3022748365828","44690"
"RIL3573213314341","8431"
"AUC4043690032087","44690"
"VEN3517920963935","10866"
"BAI1693394999835","43187"
"DEL1687516300179","43187"
"VEN3517920860579","27901"
"AUC2008440826363","11568"
"LIS1696554140059","33553"
"MIC5903614646051","28141"
"FDI1698354595551","14968"
"HZD2009022289606","48024"
"AUC0732775252963","22900"
"FDI1698427248637","14968"
"VEN5945866305607","10866"
"VIN9112569125634","11568"
"RIL3573213313863","8431"
"OVO3636491753636","35041"
"AUC8716085345326","44690"
"AUC3663556268309","43109"
"CIT9999900329650","43187"
"DRF1695372470661","44244"
"VEN3666471047653","10866"
"ARA9055993320452","35041"
"AUC7047920034893","22900"
"ITA3663556358697","43109"
"AUC2008945183756","24118"
"VGE1698815037999","11568"
"LAN8424001918966","31559"
"PAR3574386100502","1419"
"VEN3666471020861","27901"
"AUC3476330889061","29489"
"AUC9399437794134","23639"
"QQM1684847407080","8332"
"FDI1698310164552","14968"
"LIS1693534312122","42155"
"AUC9112435618239","44690"
"INS3663556103426","43109"
"VID8718475558927","9374"
"FDI1698357271528","14968"
"CIK9399420181705","11568"
"INS3663556103174","43109"
"MIC5903614641858","46940"
"AUC8347813555832","44690"
"INS2008208954611","48024"
"AUC9098432710001","24698"
"EST1697495176367","35041"
"DRF1696911865827","8416"
"AUC5011565263835","22900"
"AUC5799319415388","29489"
"AUC9088128329501","29489"
"AUC3701521808829","27901"
"OVO8381094933521","35041"
"BEL4251682207645","30894"
"ZJC1684982956635","44690"
"FDI2007818469416","11568"
"GEN9999900015218","35613"
"VGE1696666243744","9374"
"AUC1696664356238","6859"
"AUC4872626900134","35041"
"AUC0734906472950","48024"
"AUC9399438737390","35041"
"HOM5903814786861","43187"
"ARA9451895054783","29489"
"AUC7022084401569","35041"
"ZJC9372009502252","35041"
"DRF9424139462750","29489"
"PAR5400924221768","10866"
"ATY1693522972189","39971"
"VEN3666471011760","27901"
"HAO6744687794459","30699"
"AUC9489428923411","44690"
"LIS1688566868549","33553"
"AUC9098432710025","24698"
"EST7078495599418","14968"
"LVL2007802332061","29489"
"DRF1696616607371","27062"
"AUC7353970261319","35041"
"EJL2008041407299","23639"
"AUC9362673897976","29489"
"FDI1685943424777","11568"
"AUC9424136408645","22900"
"VID5788126857146","29489"
"HUR9375305433596","11568"
"ATY1686760900457","8416"
"DRF1696378958990","47371"
"AUC2009208134706","35041"
"ATY1693517343854","8416"
"INS3700732981413","20562"
"AUC0703633283634","12157"
"AUC2008460121165","11568"
"OVO8386176836981","44690"
"EME1697107495686","10866"
"AUC9399438743179","11568"
"AUC1692862832358","1419"
"ZJC7686514945391","35041"
"FDI7290577997626","27139"
"ATY1696559450757","11232"
"AUC8432210019992","40903"
"AUC2008478953802","11568"
"AUC9399418468177","11568"
"CUQ2007885684583","29489"
"VID8720287072560","776"
"AUC1696680236919","48024"
"AUC3537618092365","29489"
"VGE1694812908048","44244"
"BES3701061722852","47533"
"SAL7375281182497","7886"
"ZUI8718548035317","10866"
"INS3663556374338","43109"
"VID8720286635575","22900"
"GOT2007814412584","10866"
"ATY1686725436600","8416"
"FDI1698428214858","14968"
"OVO4374220000123","35041"
"OVO6436872629041","6626"
"GAU1689771539383","43187"
"AUC1698196624041","27901"
"OVO8049829931555","35041"
"PWS7544362244434","7886"
"GOT1687333786233","12157"
"FDI1698428186529","14968"
"TBE1695372831030","8416"
"KEE7750119754990","12157"
"AUC6980641713887","44695"
"VBE7068512159053","11568"
"VID8720286633755","22900"
"AUC9434018344428","44695"
"AUC2008478989399","35041"
"PWS1688010403857","7886"
"MOT1685520113209","7886"
"HAO6735844362086","30699"
"PWS1686047099716","29489"
"HIL2008068523620","29489"
"OVO5293216059657","35041"
"EST1689230487489","8416"
"VIN7690070529292","1419"
"AUC1695718189351","48024"
"DRF1696200194551","24698"
"AUC1686839343376","9374"
"QQM1684911624255","8332"
"OVO8001770963627","44690"
"INS3663556436432","43187"
"AUC5282602288917","44690"
"DUO1686263871730","11568"
"AUC4891727083164","24698"
"AUC2008478894037","11568"
"FDI9193094899542","44244"
"OVO6257136850526","35613"
"MOT1688990675850","7886"
"MIN1697128150131","47159"
"HUR9375305758965","11568"
"AUC3663556268255","43109"
"AUC1695663614944","47325"
"QQM1689302577773","8332"
"ZJC7458882955018","44690"
"VID8719883588667","22900"
"QQM1695107531226","35041"
"ANN9054090351901","48024"
"AUC3700966434853","10866"
"AUC4542313940810","44690"
"AUC7394326067018","35041"
"AUC9459395846181","11568"
"AUC7352640763870","11568"
"AUC2009423909233","11568"
"VIN9112569176032","35041"
"FDI1691954341607","8416"
"ZJC1687315546843","7886"
"AUC9399437950608","11568"
"DRF1696365993081","8416"
"DRF1696171035181","11568"
"QII1690398894410","8431"
"VID4097057987275","22900"
"HAO6740608544264","10912"
"AUC2008574804916","22900"
"AUC2008479101486","11568"
"DEL4251943858555","43187"
"OVO6931272072591","22900"
"AUC7307162092373","29489"
"AUC8337319461546","35041"
"ROK1687515316141","30699"
"FOL0699924384565","41592"
"VIN9112569175974","35041"
"ZER2007807465337","11568"
"ATY1686725217894","8416"
"ZER1698348233281","14968"
"AUC3141627989105","44690"
"AUC9090731556717","24698"
"VGE1696365456796","27062"
"MOT1689674680378","29489"
"OVO3396517010289","29489"
"AUC2008285267369","29489"
"DUO9459391813613","11568"
"KEE1686994974819","24698"
"AUC2008460478344","35414"
"VGE1693550408559","44244"
"ZER7626870251637","35414"
"AUC9388565453099","44690"
"YWE9063056430093","15912"
"OMA7388441197163","8332"
"AUC9318859655885","38288"
"AUC6980641833899","44695"
"MIN1697545354841","12157"
"FAM0755559373203","35414"
"AUC9055997888361","48024"
"FDI1687930367999","16988"
"AUC9451897709179","48024"
"EME1690796336500","43690"
"DIO7734920944412","18509"
"EST7750118032624","11568"
"HAO6749931090295","30699"
"YOS1686242537531","11568"
"ATY1693605141460","8431"
"YWE9063056405558","1419"
"AUC9318859661381","38288"
"QQM1692069294003","22900"
"QQM1689585455447","8332"
"INS2008559910915","40903"
"VID8720287214687","776"
"VBE7734919567790","35041"
"VGE1688613896322","24698"
"AUC9173981191461","10866"
"PWS7544362255683","7886"
"KEE1696926601297","46543"
"ZER7078495007661","35414"
"GOT1699555689210","12157"
"PWS1688021533027","7886"
"FDI9424143653922","24698"
"FYD9586483969887","12157"
"HAO6716574369576","30699"
"KIM1689148205722","30699"
"ROC0699965594169","48024"
"DRF1696177931750","23639"
"DUO1698772296951","14968"
"CIK7385344783554","8416"
"VID8720845761417","776"
"AUC1696596544041","2950"
"HAO6738443047590","30699"
"HAO6768508297363","30699"
"HUR7848337275226","22900"
"AUC1695667560038","45034"
"ATY1699102766841","11232"
"DUO1698079146348","14968"
"QQM1685088770706","8332"
"VGE7617412466619","8431"
"HOM1696263174286","3406"
"ATY1694227224905","9374"
"AUC1695651077767","1419"
"OVO8233848582939","31941"
"QQM1685598881780","44690"
"FDI7290577957118","22900"
"MOT1688994305526","35041"
"FDI9459393421755","12157"
"AUC3701613712478","10866"
"VID8720845734091","22900"
"AUC3000666869604","11568"
"AUC9328264972361","1419"
"PWS1686620888724","8528"
"SAL7375281065950","7886"
"SOD1691053816131","39661"
"QQM1692580731473","29489"
"YOS7400038958091","8416"
"LIM9166333664874","44695"
"AUC9388527532923","24698"
"AUC8424510628585","12157"
"AUC9399443712481","12157"
"HAO6740858495859","30699"
"VID8720286944677","3406"
"QQM1697024172866","29489"
"GOT1686988729434","44695"
"OVO6257136848165","35613"
"SAL7314626261282","7886"
"KIM1689150198967","48024"
"AUC6474003601818","39661"
"SAL1686888719835","7886"
"AUC2008823405147","48024"
"DEL4251943858579","43187"
"AUC5096513073698","11568"
"OVO3396517023678","35041"
"AUC3663700005187","43187"
"AUC4507973819272","35041"
"BES3701061716400","47533"
"AUC3517920988228","43187"
"INS3663556183374","43109"
"CHA5605944412671","44695"
"LOU1690553200591","27901"
"EJL7066691322008","1419"
"IXI8445146032522","11568"
"VIN7029164478701","8416"
"VGE1690392663840","6796"
"AUC1695851318443","44744"
"MEU5902928256703","43187"
"GAU1689695001778","23639"
"ZER2007835253241","29489"
"AUC3663556280516","32922"
"AUC5003517210806","31941"
"DRF1696352684944","11568"
"AUC9318859667628","38288"
"MIL3662275137200","21782"
"VID8718475910664","22900"
"AUC3130653924570","35041"
"DRF1696630363148","8416"
"HOM1688087744872","43187"
"AUC2008409325272","29489"
"AUC9388565134325","44690"
"ZJC7458882915586","35414"
"VBE7406560669276","11568"
"OVO3548326658767","10866"
"TEIJOS14NRCH","14240"
"INS3663556374253","43109"
"ZER1690284596274","11568"
"AKO7370392731480","27139"
"DRF1696618144471","6796"
"AUC3286609804349","35041"
"FUN1692080418657","44695"
"VGE1688992276137","22143"
"AUC3643213228761","35041"
"FDI7843871927341","16988"
"LIM8675504270659","48024"
"YOS1698270642032","11568"
"VEN1687568563812","43187"
"MEU1694596594453","43187"
"FIM0755559780636","8416"
"AUC3021881766561","44690"
"PWS1688707221944","7886"
"AUC3372736379499","35041"
"VGE7081562315064","8416"
"SOF1695103696189","32533"
